data,pib,ln_pib,crescimento_pib
2019-06-30,300910.8596,12.614569352362373,0.5578885305503434
2019-09-30,300967.7417,12.614758367555957,0.018901519358394125
2019-12-31,303620.9386,12.623535289846133,0.8776922290175904
2020-03-31,296692.8795,12.600452807002055,-2.30824828440781
2020-06-30,270327.5905,12.507389800677283,-9.30630063247726
2020-09-30,291738.3953,12.583612773179475,7.622297250219212
2020-12-31,302931.5557,12.621262170195916,3.76493970164411
2021-03-31,305636.4613,12.630151639694216,0.8889469498299718
2021-06-30,303479.3717,12.62306891913222,-0.7082720561996325
2021-09-30,303917.5526,12.624511735052037,0.14428159198178747
2021-12-31,307909.2085,12.637560240902854,1.3048505850816738
2022-03-31,310147.3985,12.644802942489251,0.7242701586397615
2022-06-30,313673.3153,12.656107326167858,1.13043836786062
2022-09-30,317000.0026,12.66665706106131,1.0549734893452012
2022-12-31,318174.7868,12.670356154788522,0.36990937272118884
2023-03-31,322597.9333,12.684162038267107,1.3805883478585912
2023-06-30,325162.9198,12.692081627399476,0.7919589132368898
2023-09-30,325710.3259,12.693763694476848,0.16820670773718405
2023-12-31,326447.2435,12.6960236327133,0.2259938236452541
2024-03-31,329077.4726,12.70404848105403,0.8024848340729918
2024-06-30,334691.5194,12.720964548963858,1.6916067909827248
2024-09-30,337698.0882,12.729907545119849,0.8942996155990812
2024-12-31,337205.2574,12.728447096328745,-0.146044879110363
2025-03-31,342381.846,12.743681901984308,1.5234805655563122
2025-06-30,343478.5118,12.746879832064796,0.319793008048741
2025-09-30,343847.3149,12.74795298578918,0.10731537243842126
